eduroam	d8:84:66:11:48:71	-46
KU	d8:84:66:11:48:70	-45
000000
KU	d8:84:66:13:6b:60	-89
KU	d8:84:66:11:48:79	-49
GUEST	d8:84:66:10:a3:08	-90
KU	d8:84:66:10:a3:09	-89
eduroam	d8:84:66:13:6f:91	-88
linksys	00:23:69:ec:ea:7a	-83
GUEST	d8:84:66:71:27:18	-66
KU	d8:84:66:71:27:19	-66
KU	d8:84:66:13:6d:69	-58
GUEST	d8:84:66:11:4a:18	-86
GUEST	d8:84:66:10:3e:38	-66
GUEST	d8:84:66:10:48:08	-79
KU	d8:84:66:10:48:09	-78
GUEST	d8:84:66:13:6d:68	-62
eduroam	d8:84:66:10:3e:31	-75
KU	d8:84:66:10:3e:30	-77
KU	d8:84:66:47:f8:89	-84
GUEST	d8:84:66:5c:76:78	-47
KU	d8:84:66:13:6b:69	-76
KU	d8:84:66:39:6c:19	-73
GUEST	d8:84:66:39:6c:18	-74
KU	d8:84:66:11:42:d9	-78
GUEST	d8:84:66:11:42:d8	-78
GUEST	d8:84:66:13:6b:68	-76
GUEST	d8:84:66:11:48:78	-49
KU	d8:84:66:13:6f:99	-71
eduroam	d8:84:66:13:6d:61	-67
KU	d8:84:66:13:6d:60	-68
eduroam	d8:84:66:5c:76:71	-60
KU	d8:84:66:5c:76:70	-61
eduroam	d8:84:66:13:6b:61	-89
eduroam	d8:84:66:11:48:71	-56
KU	d8:84:66:11:48:70	-55
000000
KU	d8:84:66:13:6b:60	-89
KU	d8:84:66:11:48:79	-49
GUEST	d8:84:66:10:a3:08	-90
KU	d8:84:66:10:a3:09	-89
eduroam	d8:84:66:13:6f:91	-88
linksys	00:23:69:ec:ea:7a	-83
GUEST	d8:84:66:71:27:18	-66
KU	d8:84:66:71:27:19	-66
GUEST	d8:84:66:11:4a:18	-86
GUEST	d8:84:66:10:3e:38	-66
GUEST	d8:84:66:10:48:08	-79
eduroam	d8:84:66:13:6b:61	-89
GUEST	d8:84:66:11:42:d8	-78
KU	d8:84:66:13:6b:69	-76
eduroam	d8:84:66:10:3e:31	-71
KU	d8:84:66:10:3e:30	-71
GUEST	d8:84:66:5c:76:78	-55
KU	d8:84:66:13:6d:69	-57
KU	d8:84:66:47:f8:89	-86
GUEST	d8:84:66:13:6d:68	-58
KU	d8:84:66:39:6c:19	-76
KU	d8:84:66:11:42:d9	-78
KU	d8:84:66:10:48:09	-82
GUEST	d8:84:66:39:6c:18	-75
GUEST	d8:84:66:13:6b:68	-82
GUEST	d8:84:66:11:48:78	-42
KU	d8:84:66:13:6f:99	-81
eduroam	d8:84:66:13:6d:61	-58
KU	d8:84:66:13:6d:60	-58
eduroam	d8:84:66:5c:76:71	-58
KU	d8:84:66:5c:76:70	-57
eduroam	d8:84:66:11:48:71	-47
KU	d8:84:66:11:48:70	-47
000000
KU	d8:84:66:13:6b:60	-89
KU	d8:84:66:11:48:79	-49
GUEST	d8:84:66:10:a3:08	-90
KU	d8:84:66:10:a3:09	-89
eduroam	d8:84:66:13:6f:91	-88
linksys	00:23:69:ec:ea:7a	-83
GUEST	d8:84:66:71:27:18	-66
KU	d8:84:66:71:27:19	-66
GUEST	d8:84:66:11:4a:18	-86
eduroam	d8:84:66:13:6b:61	-89
KU	d8:84:66:13:6b:69	-76
GUEST	d8:84:66:13:6b:68	-82
GUEST	d8:84:66:39:6c:18	-75
KU	d8:84:66:39:6c:19	-76
KU	d8:84:66:47:f8:89	-86
eduroam	d8:84:66:10:3e:31	-65
KU	d8:84:66:10:3e:30	-64
KU	d8:84:66:13:6d:69	-57
GUEST	d8:84:66:5c:76:78	-56
GUEST	d8:84:66:13:6d:68	-58
KU	d8:84:66:10:48:09	-79
KU	d8:84:66:11:42:d9	-70
GUEST	d8:84:66:10:48:08	-84
GUEST	d8:84:66:11:42:d8	-70
KU	d8:84:66:13:6f:99	-85
GUEST	d8:84:66:10:3e:38	-71
GUEST	d8:84:66:11:48:78	-36
eduroam	d8:84:66:13:6d:61	-60
KU	d8:84:66:13:6d:60	-60
eduroam	d8:84:66:5c:76:71	-61
KU	d8:84:66:5c:76:70	-61
eduroam	d8:84:66:11:48:71	-35
KU	d8:84:66:11:48:70	-35
000000
eduroam	d8:84:66:13:6f:91	-88
linksys	00:23:69:ec:ea:7a	-83
GUEST	d8:84:66:71:27:18	-66
KU	d8:84:66:71:27:19	-66
eduroam	d8:84:66:13:6b:61	-89
GUEST	d8:84:66:13:6b:68	-82
KU	d8:84:66:47:f8:89	-86
KU	d8:84:66:13:6f:99	-85
GUEST	d8:84:66:10:48:08	-84
KU	d8:84:66:10:48:09	-79
KU	d8:84:66:13:6d:69	-57
eduroam	d8:84:66:10:3e:31	-67
KU	d8:84:66:10:3e:30	-66
KU	d8:84:66:11:4a:19	-84
GUEST	d8:84:66:11:4a:18	-85
GUEST	d8:84:66:13:6d:68	-52
GUEST	d8:84:66:5c:76:78	-64
KU	d8:84:66:13:6b:69	-80
KU	d8:84:66:39:6c:19	-82
GUEST	d8:84:66:39:6c:18	-82
KU	d8:84:66:11:42:d9	-61
GUEST	d8:84:66:11:42:d8	-62
GUEST	d8:84:66:10:3e:38	-63
GUEST	d8:84:66:11:48:78	-35
eduroam	d8:84:66:13:6d:61	-56
KU	d8:84:66:13:6d:60	-56
eduroam	d8:84:66:5c:76:71	-77
KU	d8:84:66:5c:76:70	-77
eduroam	d8:84:66:11:48:71	-38
KU	d8:84:66:11:48:70	-37
000000
eduroam	d8:84:66:13:6f:91	-88
linksys	00:23:69:ec:ea:7a	-83
GUEST	d8:84:66:71:27:18	-66
KU	d8:84:66:71:27:19	-66
eduroam	d8:84:66:13:6b:61	-89
GUEST	d8:84:66:13:6b:68	-82
KU	d8:84:66:47:f8:89	-86
GUEST	d8:84:66:10:48:08	-84
KU	d8:84:66:10:48:09	-79
GUEST	d8:84:66:39:6c:18	-82
KU	d8:84:66:39:6c:19	-82
GUEST	d8:84:66:11:4a:18	-85
KU	d8:84:66:11:4a:19	-84
eduroam	d8:84:66:10:3e:31	-67
KU	d8:84:66:10:3e:30	-68
KU	d8:84:66:13:6d:69	-57
GUEST	d8:84:66:5c:76:78	-58
GUEST	d8:84:66:13:6d:68	-57
KU	d8:84:66:13:6b:69	-72
KU	d8:84:66:11:42:d9	-65
GUEST	d8:84:66:11:42:d8	-65
KU	d8:84:66:13:6f:99	-82
GUEST	d8:84:66:10:3e:38	-68
GUEST	d8:84:66:11:48:78	-26
eduroam	d8:84:66:13:6d:61	-65
KU	d8:84:66:13:6d:60	-66
eduroam	d8:84:66:5c:76:71	-69
KU	d8:84:66:5c:76:70	-69
eduroam	d8:84:66:11:48:71	-40
KU	d8:84:66:11:48:70	-38
000000
eduroam	d8:84:66:13:6f:91	-88
GUEST	d8:84:66:71:27:18	-66
KU	d8:84:66:71:27:19	-66
eduroam	d8:84:66:13:6b:61	-89
KU	d8:84:66:47:f8:89	-86
KU	d8:84:66:39:6c:19	-82
GUEST	d8:84:66:11:4a:18	-85
KU	d8:84:66:11:4a:19	-84
eduroam	d8:84:66:10:3e:31	-75
KU	d8:84:66:10:3e:30	-77
KU	d8:84:66:13:6d:69	-65
GUEST	d8:84:66:5c:76:78	-50
GUEST	d8:84:66:13:6d:68	-65
KU	d8:84:66:13:6b:69	-70
GUEST	d8:84:66:39:6c:18	-74
KU	d8:84:66:10:48:09	-79
KU	d8:84:66:11:42:d9	-68
GUEST	d8:84:66:10:48:08	-79
GUEST	d8:84:66:11:42:d8	-68
GUEST	d8:84:66:13:6b:68	-70
linksys	00:23:69:ec:ea:7a	-86
KU	d8:84:66:13:6f:99	-80
GUEST	d8:84:66:10:3e:38	-71
GUEST	d8:84:66:11:48:78	-40
eduroam	d8:84:66:13:6d:61	-60
KU	d8:84:66:13:6d:60	-60
eduroam	d8:84:66:5c:76:71	-54
KU	d8:84:66:5c:76:70	-55
eduroam	d8:84:66:11:48:71	-46
KU	d8:84:66:11:48:70	-46
000000
GUEST	d8:84:66:71:27:18	-66
KU	d8:84:66:71:27:19	-66
eduroam	d8:84:66:13:6b:61	-89
KU	d8:84:66:39:6c:19	-82
GUEST	d8:84:66:11:4a:18	-85
KU	d8:84:66:11:4a:19	-84
GUEST	d8:84:66:10:3e:38	-71
linksys	00:23:69:ec:ea:7a	-86
GUEST	d8:84:66:13:6b:68	-70
GUEST	d8:84:66:11:42:d8	-68
GUEST	d8:84:66:10:48:08	-79
eduroam	d8:84:66:10:3e:31	-77
KU	d8:84:66:10:3e:30	-77
KU	d8:84:66:13:6d:69	-65
KU	d8:84:66:47:f8:89	-86
GUEST	d8:84:66:5c:76:78	-52
GUEST	d8:84:66:13:6d:68	-65
KU	d8:84:66:13:6b:69	-74
KU	d8:84:66:10:48:09	-81
KU	d8:84:66:11:42:d9	-77
GUEST	d8:84:66:39:6c:18	-76
KU	d8:84:66:13:6f:99	-68
GUEST	d8:84:66:11:48:78	-51
eduroam	d8:84:66:13:6d:61	-64
KU	d8:84:66:13:6d:60	-64
eduroam	d8:84:66:13:6f:91	-84
eduroam	d8:84:66:5c:76:71	-57
KU	d8:84:66:5c:76:70	-57
eduroam	d8:84:66:11:48:71	-52
KU	d8:84:66:11:48:70	-53
000000
GUEST	d8:84:66:71:27:18	-66
KU	d8:84:66:71:27:19	-66
eduroam	d8:84:66:13:6b:61	-89
KU	d8:84:66:39:6c:19	-82
GUEST	d8:84:66:11:4a:18	-85
KU	d8:84:66:11:4a:19	-84
linksys	00:23:69:ec:ea:7a	-86
GUEST	d8:84:66:11:42:d8	-68
eduroam	d8:84:66:13:6f:91	-84
KU	d8:84:66:47:f8:89	-86
eduroam	d8:84:66:10:3e:31	-72
KU	d8:84:66:10:3e:30	-70
KU	d8:84:66:13:6d:69	-63
GUEST	d8:84:66:5c:76:78	-53
GUEST	d8:84:66:13:6d:68	-62
GUEST	d8:84:66:71:3a:38	-85
KU	d8:84:66:13:6b:69	-79
GUEST	d8:84:66:39:6c:18	-78
KU	d8:84:66:10:48:09	-80
KU	d8:84:66:11:42:d9	-79
GUEST	d8:84:66:10:48:08	-80
GUEST	d8:84:66:13:6b:68	-83
GUEST	d8:84:66:11:48:78	-45
GUEST	d8:84:66:10:3e:38	-73
KU	d8:84:66:13:6f:99	-80
eduroam	d8:84:66:13:6d:61	-60
KU	d8:84:66:13:6d:60	-61
eduroam	d8:84:66:5c:76:71	-59
KU	d8:84:66:5c:76:70	-59
eduroam	d8:84:66:11:48:71	-49
KU	d8:84:66:11:48:70	-49
000000
GUEST	d8:84:66:71:27:18	-66
KU	d8:84:66:71:27:19	-66
eduroam	d8:84:66:13:6b:61	-89
KU	d8:84:66:39:6c:19	-82
GUEST	d8:84:66:11:4a:18	-85
KU	d8:84:66:11:4a:19	-84
linksys	00:23:69:ec:ea:7a	-86
eduroam	d8:84:66:13:6f:91	-84
KU	d8:84:66:47:f8:89	-86
KU	d8:84:66:13:6f:99	-80
GUEST	d8:84:66:13:6b:68	-83
GUEST	d8:84:66:71:3a:38	-85
KU	d8:84:66:13:6d:69	-63
eduroam	d8:84:66:10:3e:31	-66
KU	d8:84:66:10:3e:30	-67
GUEST	d8:84:66:5c:76:78	-57
GUEST	d8:84:66:13:6d:68	-56
KU	d8:84:66:13:6b:69	-81
GUEST	d8:84:66:39:6c:18	-77
KU	d8:84:66:10:48:09	-83
GUEST	d8:84:66:10:48:08	-83
KU	d8:84:66:11:42:d9	-72
GUEST	d8:84:66:11:42:d8	-72
GUEST	d8:84:66:10:3e:38	-71
GUEST	d8:84:66:11:48:78	-35
eduroam	d8:84:66:13:6d:61	-54
KU	d8:84:66:13:6d:60	-53
eduroam	d8:84:66:5c:76:71	-64
KU	d8:84:66:5c:76:70	-64
eduroam	d8:84:66:11:48:71	-43
KU	d8:84:66:11:48:70	-42
000000
GUEST	d8:84:66:71:27:18	-66
KU	d8:84:66:71:27:19	-66
eduroam	d8:84:66:13:6b:61	-89
KU	d8:84:66:11:4a:19	-84
linksys	00:23:69:ec:ea:7a	-86
eduroam	d8:84:66:13:6f:91	-84
KU	d8:84:66:47:f8:89	-86
KU	d8:84:66:13:6f:99	-80
GUEST	d8:84:66:13:6b:68	-83
GUEST	d8:84:66:71:3a:38	-85
GUEST	d8:84:66:10:48:08	-83
KU	d8:84:66:10:48:09	-83
KU	d8:84:66:13:6b:69	-81
eduroam	d8:84:66:10:3e:31	-66
KU	d8:84:66:10:3e:30	-66
KU	d8:84:66:11:43:20	-88
GUEST	d8:84:66:11:4a:18	-86
KU	d8:84:66:13:6d:69	-55
GUEST	d8:84:66:5c:76:78	-65
GUEST	d8:84:66:13:6d:68	-55
KU	d8:84:66:39:6c:19	-79
GUEST	d8:84:66:39:6c:18	-80
KU	d8:84:66:11:42:d9	-65
GUEST	d8:84:66:11:42:d8	-65
GUEST	d8:84:66:10:3e:38	-65
GUEST	d8:84:66:11:48:78	-33
eduroam	d8:84:66:13:6d:61	-61
KU	d8:84:66:13:6d:60	-62
eduroam	d8:84:66:5c:76:71	-72
KU	d8:84:66:5c:76:70	-72
eduroam	d8:84:66:11:48:71	-45
KU	d8:84:66:11:48:70	-44
000000
eduroam	d8:84:66:13:6b:61	-89
KU	d8:84:66:11:4a:19	-84
linksys	00:23:69:ec:ea:7a	-86
eduroam	d8:84:66:13:6f:91	-84
KU	d8:84:66:47:f8:89	-86
KU	d8:84:66:13:6f:99	-80
GUEST	d8:84:66:71:3a:38	-85
GUEST	d8:84:66:10:48:08	-83
KU	d8:84:66:10:48:09	-83
KU	d8:84:66:13:6b:69	-81
KU	d8:84:66:11:43:20	-88
eduroam	d8:84:66:10:3e:31	-73
KU	d8:84:66:10:3e:30	-74
GUEST	d8:84:66:11:4a:18	-87
KU	d8:84:66:13:6d:69	-62
GUEST	d8:84:66:5c:76:78	-59
GUEST	d8:84:66:13:6d:68	-62
KU	d8:84:66:39:6c:19	-82
GUEST	d8:84:66:39:6c:18	-83
KU	d8:84:66:11:42:d9	-67
GUEST	d8:84:66:11:42:d8	-67
GUEST	d8:84:66:13:6b:68	-78
GUEST	d8:84:66:10:3e:38	-66
GUEST	d8:84:66:11:48:78	-33
eduroam	d8:84:66:13:6d:61	-64
KU	d8:84:66:13:6d:60	-64
eduroam	d8:84:66:5c:76:71	-69
KU	d8:84:66:5c:76:70	-69
eduroam	d8:84:66:11:48:71	-42
KU	d8:84:66:11:48:70	-42
000000
eduroam	d8:84:66:13:6b:61	-89
KU	d8:84:66:11:4a:19	-84
linksys	00:23:69:ec:ea:7a	-86
eduroam	d8:84:66:13:6f:91	-84
KU	d8:84:66:47:f8:89	-86
KU	d8:84:66:13:6f:99	-80
GUEST	d8:84:66:71:3a:38	-85
KU	d8:84:66:11:43:20	-88
GUEST	d8:84:66:10:3e:38	-66
GUEST	d8:84:66:13:6b:68	-78
GUEST	d8:84:66:11:4a:18	-87
eduroam	d8:84:66:10:3e:31	-73
KU	d8:84:66:10:3e:30	-75
KU	d8:84:66:5c:76:79	-49
KU	d8:84:66:13:6d:69	-68
GUEST	d8:84:66:5c:76:78	-48
GUEST	d8:84:66:13:6d:68	-69
KU	d8:84:66:13:6b:69	-74
KU	d8:84:66:39:6c:19	-75
GUEST	d8:84:66:39:6c:18	-75
KU	d8:84:66:11:42:d9	-78
GUEST	d8:84:66:11:42:d8	-78
KU	d8:84:66:10:48:09	-80
GUEST	d8:84:66:10:48:08	-81
GUEST	d8:84:66:11:48:78	-44
eduroam	d8:84:66:13:6d:61	-64
KU	d8:84:66:13:6d:60	-64
eduroam	d8:84:66:5c:76:71	-56
KU	d8:84:66:5c:76:70	-56
eduroam	d8:84:66:11:48:71	-47
KU	d8:84:66:11:48:70	-47
000000
eduroam	d8:84:66:13:6b:61	-89
KU	d8:84:66:11:4a:19	-84
linksys	00:23:69:ec:ea:7a	-86
KU	d8:84:66:47:f8:89	-86
GUEST	d8:84:66:71:3a:38	-85
KU	d8:84:66:11:43:20	-88
GUEST	d8:84:66:13:6b:68	-78
GUEST	d8:84:66:11:4a:18	-87
GUEST	d8:84:66:11:42:d8	-78
KU	d8:84:66:11:42:d9	-78
KU	d8:84:66:13:6b:69	-74
GUEST	d8:84:66:5c:76:78	-48
KU	d8:84:66:13:6d:69	-68
KU	d8:84:66:5c:76:79	-49
eduroam	d8:84:66:10:3e:31	-80
KU	d8:84:66:10:3e:30	-80
GUEST	d8:84:66:13:6d:68	-61
KU	d8:84:66:39:6c:19	-76
GUEST	d8:84:66:39:6c:18	-75
KU	d8:84:66:0a:ee:18	-80
KU	d8:84:66:10:48:09	-83
GUEST	d8:84:66:10:48:08	-83
GUEST	d8:84:66:10:3e:38	-80
KU	d8:84:66:13:6f:99	-76
GUEST	d8:84:66:11:48:78	-50
eduroam	d8:84:66:13:6d:61	-59
KU	d8:84:66:13:6d:60	-60
eduroam	d8:84:66:13:6f:91	-85
eduroam	d8:84:66:5c:76:71	-61
KU	d8:84:66:5c:76:70	-61
eduroam	d8:84:66:11:48:71	-48
KU	d8:84:66:11:48:70	-48
000000
KU	d8:84:66:11:4a:19	-84
linksys	00:23:69:ec:ea:7a	-86
KU	d8:84:66:47:f8:89	-86
GUEST	d8:84:66:71:3a:38	-85
KU	d8:84:66:11:43:20	-88
GUEST	d8:84:66:11:4a:18	-87
eduroam	d8:84:66:13:6f:91	-85
KU	d8:84:66:13:6f:99	-76
GUEST	d8:84:66:10:48:08	-83
KU	d8:84:66:10:48:09	-83
KU	d8:84:66:0a:ee:18	-80
eduroam	d8:84:66:10:3e:31	-68
KU	d8:84:66:10:3e:30	-68
KU	d8:84:66:5c:76:79	-57
KU	d8:84:66:13:6d:69	-59
GUEST	d8:84:66:5c:76:78	-56
GUEST	d8:84:66:13:6d:68	-59
KU	d8:84:66:13:6b:69	-77
KU	d8:84:66:39:6c:19	-78
GUEST	d8:84:66:39:6c:18	-78
GUEST	d8:84:66:11:42:d8	-74
KU	d8:84:66:11:42:d9	-73
GUEST	d8:84:66:13:6b:68	-78
GUEST	d8:84:66:10:3e:38	-76
GUEST	d8:84:66:11:48:78	-45
eduroam	d8:84:66:13:6d:61	-59
KU	d8:84:66:13:6d:60	-58
eduroam	d8:84:66:39:6c:11	-90
KU	d8:84:66:39:6c:10	-89
eduroam	d8:84:66:5c:76:71	-56
KU	d8:84:66:5c:76:70	-57
eduroam	d8:84:66:11:48:71	-43
KU	d8:84:66:11:48:70	-44
000000
KU	d8:84:66:11:4a:19	-84
linksys	00:23:69:ec:ea:7a	-86
KU	d8:84:66:47:f8:89	-86
GUEST	d8:84:66:71:3a:38	-85
KU	d8:84:66:11:43:20	-88
GUEST	d8:84:66:11:4a:18	-87
eduroam	d8:84:66:13:6f:91	-85
GUEST	d8:84:66:10:48:08	-83
KU	d8:84:66:10:48:09	-83
KU	d8:84:66:0a:ee:18	-80
KU	d8:84:66:39:6c:10	-89
eduroam	d8:84:66:39:6c:11	-90
GUEST	d8:84:66:13:6b:68	-78
GUEST	d8:84:66:39:6c:18	-78
KU	d8:84:66:39:6c:19	-78
KU	d8:84:66:13:6b:69	-77
KU	d8:84:66:5c:76:79	-57
eduroam	d8:84:66:10:3e:31	-63
KU	d8:84:66:10:3e:30	-63
KU	d8:84:66:13:6d:69	-60
GUEST	d8:84:66:5c:76:78	-59
GUEST	d8:84:66:13:6d:68	-60
KU	d8:84:66:11:42:d9	-71
GUEST	d8:84:66:11:42:d8	-73
GUEST	d8:84:66:10:3e:38	-70
KU	d8:84:66:13:6f:99	-85
GUEST	d8:84:66:11:48:78	-38
eduroam	d8:84:66:13:6d:61	-57
KU	d8:84:66:13:6d:60	-57
eduroam	d8:84:66:5c:76:71	-69
KU	d8:84:66:5c:76:70	-68
eduroam	d8:84:66:11:48:71	-42
KU	d8:84:66:11:48:70	-42
000000
KU	d8:84:66:11:4a:19	-84
linksys	00:23:69:ec:ea:7a	-86
KU	d8:84:66:47:f8:89	-86
GUEST	d8:84:66:71:3a:38	-85
KU	d8:84:66:11:43:20	-88
eduroam	d8:84:66:13:6f:91	-85
GUEST	d8:84:66:10:48:08	-83
KU	d8:84:66:10:48:09	-83
KU	d8:84:66:0a:ee:18	-80
KU	d8:84:66:39:6c:10	-89
eduroam	d8:84:66:39:6c:11	-90
KU	d8:84:66:5c:76:79	-57
GUEST	d8:84:66:10:3e:38	-70
eduroam	d8:84:66:10:3e:31	-69
KU	d8:84:66:10:3e:30	-69
GUEST	d8:84:66:11:4a:18	-85
KU	d8:84:66:13:6d:69	-49
GUEST	d8:84:66:5c:76:78	-62
GUEST	d8:84:66:13:6d:68	-49
KU	d8:84:66:13:6b:69	-75
KU	d8:84:66:39:6c:19	-85
GUEST	d8:84:66:39:6c:18	-85
KU	d8:84:66:11:42:d9	-70
GUEST	d8:84:66:11:42:d8	-70
GUEST	d8:84:66:13:6b:68	-77
GUEST	d8:84:66:11:48:78	-32
KU	d8:84:66:13:6f:99	-86
